vendor_name,Category,Location,Price Tier,Price (LKR),Rating (out of 5),Experience (Years),Weddings Completed,Response Time (Hours),Verified,Number of Packages,Social Media Followers,Repeat Client Rate,Recommended
The Pavilion Lanka,Venues,Gampaha,Budget,23800,3.5,16,191,23.2,No,2,10001,0.26,No
Premium Wheels Lanka,Wedding Cars,Colombo,Budget,12500,3.5,2,58,5.5,No,2,10201,0.3,No
Elegance Auto Lanka,Wedding Cars,Kandy,Budget,11800,3.4,4,85,15.8,No,3,5224,0.2,No
Infinite Lens Studio,Photographers,Galle,Mid-Range,82400,3.6,11,258,10.7,No,2,8037,0.24,No
Petal & Vine Decorators,Decorators,Gampaha,Mid-Range,120200,3.8,2,32,8.9,Yes,4,21351,0.3,No
White Rose Limo Lanka,Wedding Cars,Galle,Budget,10100,2.9,11,145,15.0,No,1,3484,0.21,No
Amoda Catering,Catering,Badulla,Budget,18900,3.0,8,94,10.9,No,2,3402,0.27,No
Regal Bridal Lanka,Attire & Beauty,Colombo,Budget,77400,2.5,8,145,18.3,No,1,8365,0.17,No
Nayana Catering,Catering,Kalutara,Premium,884500,3.9,1,22,3.8,Yes,5,86218,0.27,No
Rhythm Lanka Band,Entertainment,Colombo,Budget,50000,2.6,3,64,19.7,Yes,1,12553,0.13,No
Sunrise Catering Lanka,Catering,Nuwara Eliya,Budget,37300,4.1,3,40,12.7,No,1,3078,0.38,No
Ravindu Photography,Photographers,Kurunegala,Budget,51200,2.6,15,228,29.8,No,2,1415,0.09,No
Amara Banquet Hall,Venues,Jaffna,Budget,23500,3.6,2,29,10.5,No,1,6043,0.26,No
Delice Cake Lanka,Wedding Cakes,Matale,Mid-Range,30300,3.4,8,170,12.8,No,2,2106,0.21,No
Prestige Cars Lanka,Wedding Cars,Kandy,Mid-Range,27200,3.6,9,131,19.2,No,4,20627,0.26,No
Royal Elegance Decor,Decorators,Colombo,Budget,34000,3.3,7,112,25.7,Yes,2,5896,0.2,No
Dinemore Catering,Catering,Gampaha,Premium,956100,3.8,2,48,3.4,Yes,3,48453,0.29,No
Chaminda Catering,Catering,Kegalle,Budget,176400,3.3,5,68,12.7,No,1,1333,0.29,No
Nalin Visual Arts,Photographers,Jaffna,Budget,61200,2.9,9,197,31.8,No,2,11468,0.16,No
Nishantha Catering House,Catering,Colombo,Budget,112600,2.5,13,169,28.7,No,2,6629,0.07,No
Sanda Catering Lanka,Catering,Mannar,Mid-Range,216300,3.3,7,120,21.1,Yes,4,9884,0.27,No
Crystal Clear Photography,Photographers,Jaffna,Budget,56400,2.8,5,118,6.5,No,2,7122,0.12,No
Ceylon Classic Car Hire,Wedding Cars,Puttalam,Budget,11400,3.3,6,57,9.2,No,1,2649,0.27,No
Chaminda Lens Studio,Photographers,Galle,Mid-Range,66200,4.1,2,46,8.8,No,5,5661,0.44,No
True Story Photography,Photographers,Mannar,Mid-Range,227000,3.8,6,112,18.6,Yes,4,5812,0.29,Yes
Crown Motor Services,Wedding Cars,Kandy,Budget,18900,2.9,17,250,20.0,No,1,6315,0.14,No
Sandali Beauty Studio,Attire & Beauty,Matale,Mid-Range,129300,3.7,3,69,5.1,No,2,14705,0.37,No
Siyara Cake Creations,Wedding Cakes,Kalutara,Budget,58700,3.6,4,106,9.9,No,3,2061,0.31,No
Amara Frames Lanka,Photographers,Gampaha,Mid-Range,161500,3.2,4,45,6.3,No,3,26949,0.24,No
Grand Ceylon Venue,Venues,Colombo,Mid-Range,419400,3.6,3,26,18.7,Yes,2,15167,0.26,No
Grand Arrival Lanka,Wedding Cars,Jaffna,Budget,8400,3.4,1,17,11.6,Yes,2,5213,0.31,No
Glimpse Photography,Photographers,Badulla,Budget,56100,3.0,7,90,27.5,No,1,4840,0.11,No
Starlight Entertainment,Entertainment,Kalutara,Budget,38900,3.1,9,136,9.4,No,2,653,0.19,No
Thisara Bridal House,Attire & Beauty,Matara,Mid-Range,75700,3.2,2,33,12.1,No,3,14922,0.28,Yes
Melody Makers Lanka,Entertainment,Hambantota,Budget,144400,3.2,6,92,21.0,No,3,4382,0.24,No
Royal Feast Catering,Catering,Gampaha,Budget,19700,3.7,2,30,20.0,No,3,5560,0.3,No
Live Beat Productions,Entertainment,Kurunegala,Budget,58500,2.5,11,180,9.8,No,2,1944,0.07,No
Malini Catering Services,Catering,Anuradhapura,Budget,37900,2.8,10,214,26.4,Yes,2,7970,0.12,Yes
The Grand Pavilion Lanka,Venues,Matale,Budget,103500,3.2,8,158,9.5,No,1,4181,0.25,No
Crystal Ballroom Lanka,Venues,Mannar,Budget,50700,3.7,1,8,4.8,No,1,2890,0.34,No
Ivory & Gold Decorators,Decorators,Galle,Budget,81900,3.4,6,144,29.1,No,1,6929,0.19,No
Premasiri Catering,Catering,Hambantota,Mid-Range,330200,4.1,1,19,14.3,Yes,5,11917,0.37,No
Sunrise Print Lanka,Wedding Invitations,Jaffna,Budget,4400,3.1,14,173,32.0,Yes,2,2687,0.15,No
Lotus Garden Venue,Venues,Mannar,Mid-Range,395800,3.0,2,37,9.5,No,2,19603,0.22,No
Pearl Hall Colombo,Venues,Kalutara,Mid-Range,345800,3.7,5,113,8.8,No,4,20267,0.29,No
Samitha Catering,Catering,Hambantota,Mid-Range,104700,3.2,4,58,13.7,No,3,34491,0.19,No
Serenity Resort Venue,Venues,Galle,Budget,135200,3.3,12,218,23.9,No,1,5974,0.29,No
Emerald Garden Lanka,Venues,Kurunegala,Budget,18700,3.0,12,188,20.0,No,1,6413,0.18,Yes
Regal Capture Lanka,Photographers,Gampaha,Budget,25200,3.0,12,117,7.8,No,1,10640,0.16,No
Patisserie Ceylon,Wedding Cakes,Kandy,Mid-Range,44900,3.5,11,193,14.8,No,2,29061,0.28,Yes
Serenade Entertainment,Entertainment,Kegalle,Mid-Range,145200,3.1,6,73,16.2,No,2,23220,0.21,No
Suresh Visual Studio,Photographers,Galle,Budget,50000,3.4,12,250,26.6,No,2,6382,0.24,No
The Royal Banquet Hall,Venues,Batticaloa,Mid-Range,71200,3.5,3,63,8.3,Yes,5,7247,0.34,No
Nimasha Decor Studio,Decorators,Batticaloa,Budget,48600,2.8,7,92,20.8,No,2,5716,0.19,No
Amali Makeup Studio,Attire & Beauty,Mullaitivu,Budget,20300,3.6,6,137,32.5,No,2,6792,0.24,No
Dewmi Bridal Couture,Attire & Beauty,Negombo,Budget,39400,3.6,6,108,10.6,No,3,7523,0.28,No
Lace & Letter Lanka,Wedding Invitations,Negombo,Budget,4500,2.8,1,16,24.4,No,1,3849,0.17,No
Dawn Light Photography,Photographers,Matale,Budget,129300,3.2,11,239,32.3,No,1,5321,0.25,No
Harmony Events Lanka,Entertainment,Galle,Mid-Range,126900,3.5,11,128,22.5,No,4,24846,0.27,No
Sapphire Banquet Lanka,Venues,Matale,Mid-Range,457900,2.9,15,195,16.3,No,4,5943,0.21,No
Crescendo Band Lanka,Entertainment,Galle,Budget,56500,3.9,5,58,25.5,Yes,3,940,0.34,No
Sunil Perera Entertainment,Entertainment,Gampaha,Mid-Range,79400,4.0,2,46,11.9,No,3,16373,0.32,No
Sterling Car Hire Lanka,Wedding Cars,Kurunegala,Budget,9700,2.7,3,59,15.7,No,3,6084,0.06,No
Island Paradise Venue,Venues,Anuradhapura,Mid-Range,79900,3.5,4,51,14.4,No,2,23565,0.26,No
Rolls Lanka Motors,Wedding Cars,Galle,Budget,11800,2.4,14,125,20.6,No,3,7220,0.11,Yes
Imara Lens Works,Photographers,Hambantota,Budget,23000,3.1,7,105,4.7,No,1,4733,0.22,No
Whisk & Frost Lanka,Wedding Cakes,Matara,Budget,13000,3.5,11,191,17.0,No,3,3554,0.3,No
Savoy Car Services,Wedding Cars,Hambantota,Budget,11600,3.4,12,168,17.9,No,2,4171,0.26,No
Groove Island Band,Entertainment,Matara,Budget,49700,3.7,4,102,19.7,No,1,1051,0.26,No
Celebration Sounds Lanka,Entertainment,Kurunegala,Budget,36500,3.2,2,37,27.2,No,2,1942,0.21,No
Bridal Wheels Lanka,Wedding Cars,Jaffna,Mid-Range,21700,3.5,2,38,8.5,No,3,20616,0.25,No
Pulse Entertainment,Entertainment,Galle,Budget,86900,3.5,1,26,14.5,Yes,2,1915,0.27,No
Bloom Cake Studio,Wedding Cakes,Gampaha,Budget,12900,3.2,6,137,4.3,No,2,4431,0.27,No
Pearl Glow Beauty,Attire & Beauty,Colombo,Mid-Range,129800,3.6,5,104,13.5,No,3,1901,0.24,No
Amora Cake Boutique,Wedding Cakes,Polonnaruwa,Budget,18000,3.7,8,123,16.5,No,1,7652,0.3,No
Sandun Photography,Photographers,Kurunegala,Budget,103600,3.3,2,48,14.8,No,3,4194,0.19,Yes
Royal Melodies Lanka,Entertainment,Gampaha,Budget,131800,3.7,4,39,22.3,No,1,8703,0.31,No
Alegria Entertainment,Entertainment,Jaffna,Budget,119300,3.4,11,182,26.8,No,1,6832,0.29,No
Vivid Moments Lanka,Photographers,Kegalle,Budget,44100,4.3,7,108,20.6,No,2,8125,0.43,No
Diamond Drive Lanka,Wedding Cars,Kalutara,Mid-Range,29600,3.6,8,80,13.9,Yes,2,9655,0.24,No
DJ Kasun Events,Entertainment,Colombo,Mid-Range,116900,4.2,5,71,16.0,No,4,35060,0.33,No
Sithara Bridal Studio,Attire & Beauty,Kalutara,Budget,21300,3.9,5,140,21.5,No,2,1130,0.36,No
Sandya Decorators,Decorators,Colombo,Mid-Range,85600,3.3,5,79,19.0,Yes,2,23790,0.2,No
Moments by Kasun,Photographers,Batticaloa,Mid-Range,163800,3.8,3,38,15.8,No,4,12893,0.38,Yes
Regal Print Studio,Wedding Invitations,Batticaloa,Budget,5300,3.0,7,159,15.7,No,1,7502,0.16,Yes
Anoma Cake House,Wedding Cakes,Batticaloa,Budget,14400,3.8,2,29,32.1,No,2,1670,0.33,No
Island Beats Lanka,Entertainment,Mullaitivu,Mid-Range,139100,3.4,3,49,2.3,No,4,25339,0.24,No
Sanda Stationery Lanka,Wedding Invitations,Colombo,Mid-Range,15800,3.2,2,47,8.8,Yes,2,28073,0.19,No
Soundwave Entertainment,Entertainment,Hambantota,Budget,26700,3.0,14,237,26.6,No,1,7271,0.1,No
Premier Events Lanka,Entertainment,Galle,Mid-Range,124000,3.6,9,171,19.9,No,4,25907,0.24,No
Heritage Invites Lanka,Wedding Invitations,Hambantota,Budget,7800,2.5,13,228,21.3,Yes,2,6621,0.04,No
Nelum Catering Lanka,Catering,Jaffna,Mid-Range,106500,3.8,1,11,12.9,Yes,4,2735,0.3,No
Lush Floral Decor,Decorators,Jaffna,Budget,41800,2.6,1,26,27.8,No,1,4583,0.1,No
Paradise Decor Lanka,Decorators,Hambantota,Mid-Range,297300,4.0,4,58,19.7,Yes,3,5311,0.34,No
Amara Paper Works,Wedding Invitations,Hambantota,Budget,5500,2.7,15,161,3.5,No,1,7642,0.11,No
Euphoria Band Lanka,Entertainment,Matale,Mid-Range,108200,2.8,8,69,13.4,No,2,22076,0.16,No
Gala Events Sri Lanka,Entertainment,Kalutara,Budget,24000,3.6,11,185,33.7,No,1,1837,0.32,No
Nuwan Photography,Photographers,Hambantota,Mid-Range,79700,3.9,1,40,12.6,No,3,16369,0.3,No
Anoma Catering House,Catering,Kalutara,Budget,41800,2.9,4,49,23.7,No,1,4443,0.15,No
Forever Frames Lanka,Photographers,Kalutara,Budget,32700,3.7,11,111,14.1,No,3,1440,0.27,No
Lens & Light Studio,Photographers,Puttalam,Budget,54000,3.3,7,79,9.9,Yes,2,2039,0.18,No
Kasun Decorators,Decorators,Kurunegala,Budget,50300,2.7,14,246,30.5,Yes,3,387,0.17,No
Fiesta Entertainment Lanka,Entertainment,Kegalle,Mid-Range,112400,3.4,7,127,9.9,No,3,9626,0.31,No
Noble Fleet Lanka,Wedding Cars,Jaffna,Budget,16600,3.6,7,164,10.2,No,2,8863,0.27,No
Ceylon Feast,Catering,Kalutara,Mid-Range,281500,4.0,1,34,10.8,No,3,8719,0.3,No
Nirosha Band Lanka,Entertainment,Galle,Budget,40100,3.7,7,122,8.2,No,2,7446,0.32,No
Starlight Decor Events,Decorators,Kalutara,Budget,58500,3.4,4,66,9.6,No,1,5787,0.19,No
Sweet Layers Lanka,Wedding Cakes,Badulla,Budget,45600,3.3,1,21,15.6,No,2,7822,0.2,No
Suwandha Catering,Catering,Hambantota,Mid-Range,338700,3.5,6,55,20.6,No,3,17246,0.29,No
Rasa Catering,Catering,Batticaloa,Budget,37100,2.9,1,12,19.6,No,1,4433,0.11,No
Vibrance Entertainment,Entertainment,Gampaha,Budget,21300,3.1,4,62,35.2,Yes,2,8775,0.24,No
Heaven's Gate Venue,Venues,Hambantota,Budget,15900,3.1,8,88,17.8,No,2,676,0.13,No
Flavours of Ceylon,Catering,Galle,Budget,102500,3.1,11,200,8.0,No,1,9742,0.16,No
Thisara Catering,Catering,Batticaloa,Premium,647900,3.5,1,14,2.0,Yes,4,87259,0.23,No
Sugar & Spice Cakes Lanka,Wedding Cakes,Gampaha,Mid-Range,53700,4.0,3,45,8.5,No,3,3109,0.38,No
Maestro Events Lanka,Entertainment,Colombo,Mid-Range,70300,3.4,5,73,17.1,Yes,2,12617,0.2,No
Chauffeur Lanka,Wedding Cars,Mannar,Budget,8900,2.8,10,161,31.9,No,1,1956,0.11,No
Silver Note Band,Entertainment,Kalutara,Mid-Range,129000,4.0,3,56,18.1,Yes,2,15827,0.43,No
Malsha Event Decor,Decorators,Colombo,Budget,65700,2.7,8,166,18.3,No,2,845,0.13,No
Kadamba Entertainment,Entertainment,Mullaitivu,Budget,16400,3.3,6,145,10.4,Yes,3,3251,0.2,No
Classy Auto Weddings,Wedding Cars,Colombo,Budget,17600,3.1,13,194,27.9,No,2,3915,0.18,No
Prism Photography Lanka,Photographers,Kalutara,Budget,97800,3.3,4,91,28.4,No,2,1069,0.21,Yes
Spice Garden Catering,Catering,Jaffna,Budget,182300,3.4,2,17,32.2,No,2,4198,0.3,No
Capture Ceylon,Photographers,Kandy,Budget,15800,3.0,3,50,21.7,No,2,8076,0.23,No
Cloud Nine Cakes,Wedding Cakes,Kalutara,Budget,19800,3.4,3,37,25.2,No,2,2880,0.26,No
Thisara Visual Studio,Photographers,Kalutara,Budget,27900,3.7,1,33,15.6,Yes,2,9835,0.27,No
Forever Drive Lanka,Wedding Cars,Colombo,Budget,19200,3.2,10,118,10.7,No,3,1963,0.17,No
Ivory Wheels Lanka,Wedding Cars,Hambantota,Mid-Range,42100,3.0,12,131,13.1,No,3,17716,0.19,No
Ceylon Script Studio,Wedding Invitations,Batticaloa,Budget,5500,3.7,8,119,18.2,No,2,2717,0.26,No
Tempo Lanka Band,Entertainment,Matale,Budget,69800,3.4,13,183,24.1,No,1,10242,0.3,No
Vibe Events Lanka,Entertainment,Monaragala,Budget,31300,3.4,13,247,9.9,No,2,1106,0.3,No
Islandwide Entertainment,Entertainment,Jaffna,Mid-Range,113600,3.8,1,27,18.8,No,3,32950,0.4,No
The Orchid Hall Lanka,Venues,Kegalle,Budget,42300,3.0,10,101,18.0,No,2,10703,0.13,No
Serendib Auto Lanka,Wedding Cars,Kegalle,Budget,8700,3.1,16,241,22.8,No,2,10065,0.19,No
Regal Feast Catering,Catering,Galle,Mid-Range,463000,2.8,5,60,21.9,No,4,14715,0.09,No
Lakshmi Catering House,Catering,Galle,Budget,48000,3.2,12,173,19.7,No,2,4578,0.16,No
Sethum Decorators,Decorators,Colombo,Mid-Range,111300,3.6,4,64,6.6,No,4,37360,0.3,No
Kaushi Cake Studio,Wedding Cakes,Matale,Budget,9700,2.9,17,215,15.1,No,2,7338,0.18,No
Ayomi Bridal Boutique,Attire & Beauty,Galle,Budget,50000,2.8,13,193,17.4,No,2,8609,0.08,No
Golden Spoon Catering,Catering,Batticaloa,Mid-Range,258700,3.7,12,159,18.8,No,4,7749,0.25,Yes
Royal Kitchen Catering,Catering,Jaffna,Mid-Range,202600,4.0,2,48,11.3,Yes,3,2434,0.34,No
Fusion Beats Lanka,Entertainment,Gampaha,Budget,44300,3.6,5,104,14.6,No,2,11633,0.25,No
First Class Limo Lanka,Wedding Cars,Matale,Budget,12200,2.3,4,83,15.5,Yes,3,5910,0.05,No
Savor Lanka Catering,Catering,Matara,Mid-Range,250800,2.7,4,71,17.6,Yes,5,10914,0.1,No
Prestige Drive Lanka,Wedding Cars,Colombo,Budget,11900,3.5,6,100,17.1,No,3,5335,0.26,No
Shanth Entertainment,Entertainment,Jaffna,Budget,42700,3.4,13,165,35.0,No,1,6069,0.26,Yes
Velvet Crumb Cakes,Wedding Cakes,Galle,Mid-Range,52200,3.5,6,80,5.6,No,5,18983,0.21,No
Silk & Grace Atelier,Attire & Beauty,Colombo,Budget,24400,2.4,14,250,12.9,Yes,2,9536,0.05,No
Araliya Catering,Catering,Anuradhapura,Mid-Range,448700,3.5,3,62,7.4,No,2,18686,0.2,No
Island Sweet Creations,Wedding Cakes,Galle,Budget,51700,3.6,6,96,8.6,No,4,4973,0.31,No
Calligraphy Lanka,Wedding Invitations,Galle,Budget,10300,2.4,4,59,6.2,No,2,3308,0.06,No
Regal Bloom Decor,Decorators,Badulla,Budget,129500,3.9,3,74,10.9,No,3,5415,0.4,No
Crystal Car Hire,Wedding Cars,Kegalle,Budget,10400,2.8,13,211,22.0,No,1,842,0.09,No
Viceroy Motors Lanka,Wedding Cars,Matale,Budget,9700,2.5,2,47,12.8,No,3,6070,0.04,No
Graceful Rides Lanka,Wedding Cars,Jaffna,Budget,19100,2.9,14,248,22.9,No,2,5476,0.15,No
Amara Decor Lanka,Decorators,Hambantota,Budget,132100,3.7,5,52,16.8,No,2,8513,0.28,No
Sudu Nelum Catering,Catering,Jaffna,Budget,82500,3.2,8,153,28.7,No,2,3443,0.18,No
Chamara Beauty Studio,Attire & Beauty,Colombo,Budget,46800,4.1,1,25,10.1,No,2,11676,0.41,No
Elite Fleet Lanka,Wedding Cars,Gampaha,Mid-Range,47500,3.3,12,202,13.9,No,3,21331,0.19,No
Rhythm Lanka Band,Entertainment,Galle,Budget,20100,3.7,7,112,21.6,No,3,1392,0.3,No
Nilaveli Bay Resort,Venues,Ampara,Budget,19300,3.2,11,231,4.5,No,1,4242,0.22,Yes
Regal Tier Cakes,Wedding Cakes,Jaffna,Budget,16600,3.3,2,50,19.7,No,2,7839,0.3,No
Floral Bliss Decorators,Decorators,Galle,Budget,50600,2.9,17,250,31.7,Yes,3,472,0.21,No
Chamindi Cake House,Wedding Cakes,Kandy,Budget,20700,3.4,8,126,10.5,No,3,9317,0.23,No
Radiant Bride Lanka,Attire & Beauty,Gampaha,Budget,137300,3.9,10,146,26.9,No,2,2487,0.39,No
Heritage Catering Lanka,Catering,Gampaha,Budget,107200,2.9,15,152,22.4,No,1,9615,0.11,No
Blossom Bake Studio,Wedding Cakes,Jaffna,Budget,18300,3.6,3,29,10.4,No,1,6459,0.33,No
Danidu Catering,Catering,Gampaha,Budget,132300,2.9,11,209,11.6,No,2,5360,0.12,No
Suyama Car Services,Wedding Cars,Mannar,Budget,10300,2.6,5,98,32.7,Yes,2,5146,0.18,No
Thisaru Decor Studio,Decorators,Kandy,Mid-Range,139700,3.3,1,31,23.3,Yes,4,19983,0.25,No
Eden Event Decor,Decorators,Hambantota,Budget,87500,3.6,6,74,7.3,No,2,3478,0.22,No
Chamara Decorators,Decorators,Colombo,Mid-Range,170400,3.1,9,153,18.6,No,3,5339,0.23,No
Starlight Entertainment,Entertainment,Colombo,Mid-Range,113800,4.2,4,69,21.2,No,3,18600,0.37,No
Lakeside Manor Lanka,Venues,Mannar,Budget,44000,4.2,4,81,25.1,No,2,8359,0.47,No
The Terrace Venue Lanka,Venues,Kurunegala,Mid-Range,366200,3.5,12,110,10.5,No,3,3849,0.29,No
Prasanna Catering Services,Catering,Negombo,Budget,190900,3.7,4,47,19.2,Yes,1,5948,0.25,No
Mihiri Bridal Couture,Attire & Beauty,Colombo,Budget,98400,3.5,17,200,14.0,No,3,6221,0.3,Yes
Milestone Photography,Photographers,Colombo,Mid-Range,432800,3.3,4,53,8.3,Yes,2,9816,0.22,No
Golden Hour Lanka,Photographers,Jaffna,Budget,56000,3.1,9,117,26.4,No,2,5068,0.19,No
Shutter & Soul Photography,Photographers,Colombo,Budget,141800,2.6,9,108,13.3,No,3,5338,0.07,No
Bespoke Invites Lanka,Wedding Invitations,Colombo,Budget,14100,2.7,11,243,15.6,No,1,8677,0.17,No
Luxe Decor Lanka,Decorators,Hambantota,Budget,55800,3.3,7,176,32.6,Yes,2,9136,0.2,No
Ivory Castle Hall,Venues,Gampaha,Mid-Range,242200,4.2,2,23,20.7,No,4,10335,0.45,Yes
Bridal Fleet Lanka,Wedding Cars,Jaffna,Mid-Range,33800,3.4,5,90,15.7,No,3,19315,0.27,No
Delight Cakes Lanka,Wedding Cakes,Kegalle,Budget,18400,3.5,4,57,11.1,No,1,6468,0.28,No
Kantha Print Lanka,Wedding Invitations,Jaffna,Budget,7500,3.3,1,28,17.1,No,2,4017,0.17,No
Sachith Photography,Photographers,Matale,Budget,57700,3.7,7,125,11.9,No,2,2113,0.33,No
Pearl Catering,Catering,Kegalle,Budget,84100,3.4,8,141,9.0,No,1,6026,0.27,No
Malisha Cake Designs,Wedding Cakes,Gampaha,Budget,21600,3.3,12,207,17.3,No,2,3362,0.21,No
Frame Perfect Lanka,Photographers,Kalutara,Mid-Range,63800,3.5,15,313,22.7,No,3,3705,0.22,No
Pristine Event Decor,Decorators,Galle,Mid-Range,227900,4.0,2,34,19.2,No,4,41728,0.36,No
Melody Makers Lanka,Entertainment,Matale,Budget,86800,2.9,13,161,16.2,No,2,5370,0.18,No
Vision Studio Lanka,Photographers,Matara,Mid-Range,211100,3.8,5,48,11.1,No,2,43468,0.32,No
Gardenia Venue Lanka,Venues,Hambantota,Budget,47200,4.0,8,147,18.5,No,2,1292,0.36,No
Amoda Catering,Catering,Kandy,Budget,103800,3.5,8,86,20.9,No,1,2003,0.25,No
Pearl Auto Lanka,Wedding Cars,Gampaha,Budget,9600,3.3,7,134,17.3,No,1,9445,0.25,No
Bloom & Blossom Decor,Decorators,Ratnapura,Mid-Range,93000,3.8,7,118,14.6,No,2,23706,0.32,No
Live Beat Productions,Entertainment,Batticaloa,Budget,40300,2.7,9,115,21.7,No,2,2983,0.16,No
Serenade Entertainment,Entertainment,Kegalle,Budget,52200,3.6,7,81,26.0,No,2,3900,0.26,No
Lotus Flower Decorators,Decorators,Hambantota,Mid-Range,200800,3.8,2,43,13.7,Yes,3,1934,0.38,No
Harmony Events Lanka,Entertainment,Negombo,Budget,57600,3.7,3,49,9.5,No,1,1660,0.3,No
Thilini Beauty Salon,Attire & Beauty,Colombo,Mid-Range,126100,3.6,7,103,9.8,No,3,11425,0.3,No
Luxury Rides Lanka,Wedding Cars,Colombo,Budget,11500,3.3,14,194,18.7,No,3,5700,0.31,Yes
Blue Horizon Hall,Venues,Gampaha,Budget,76200,3.4,12,194,13.3,No,1,5157,0.32,No
Bloom & Write Lanka,Wedding Invitations,Colombo,Budget,8700,3.1,13,210,8.8,No,2,6691,0.17,No
Nayana Catering,Catering,Galle,Budget,167200,3.5,8,144,33.7,No,1,2498,0.32,No
Crescendo Band Lanka,Entertainment,Kurunegala,Budget,91900,3.7,5,70,6.4,No,2,9791,0.29,No
Royal Motor Weddings,Wedding Cars,Hambantota,Budget,12500,3.2,13,191,16.2,No,1,7394,0.17,No
Enchanted Events Lanka,Decorators,Badulla,Budget,121700,3.4,5,61,32.3,No,1,5594,0.29,No
Thilina Banquet Hall,Venues,Negombo,Mid-Range,389100,3.8,2,36,3.8,No,4,20487,0.25,No
Sunil Perera Entertainment,Entertainment,Kalutara,Mid-Range,203400,3.5,11,176,13.1,No,2,13873,0.31,No
Sundara Cake Studio,Wedding Cakes,Matara,Budget,10300,2.6,12,209,28.2,Yes,1,2551,0.13,No
The Heritage Hall Lanka,Venues,Jaffna,Budget,22600,2.9,2,37,29.1,No,1,5044,0.2,No
Sunrise Catering Lanka,Catering,Colombo,Budget,46300,3.7,6,141,22.9,No,2,9070,0.3,No
Groove Island Band,Entertainment,Jaffna,Budget,41200,3.1,6,137,30.5,Yes,1,14589,0.21,No
Celebration Sounds Lanka,Entertainment,Kalutara,Budget,46900,2.8,11,181,20.2,No,3,8326,0.16,No
Eternity Shots,Photographers,Colombo,Mid-Range,66000,4.0,2,46,5.6,No,5,5816,0.4,No
Artisan Cards Lanka,Wedding Invitations,Hambantota,Budget,9700,3.5,12,232,20.3,No,1,868,0.27,No
Classic Ceylon Cars,Wedding Cars,Hambantota,Budget,18700,3.2,7,72,9.7,No,1,10432,0.18,No
Dinemore Catering,Catering,Matara,Budget,153600,3.2,2,52,25.7,No,2,6986,0.25,No
Pulse Entertainment,Entertainment,Gampaha,Mid-Range,147700,3.6,5,102,8.3,No,4,24329,0.31,No
Radiant Decor Studio,Decorators,Badulla,Budget,76700,2.9,1,30,22.0,Yes,2,13313,0.17,No
Premium Wheels Lanka,Wedding Cars,Kalutara,Budget,12900,3.7,13,205,18.8,No,3,1605,0.29,No
Chaminda Catering,Catering,Mannar,Mid-Range,96300,3.4,5,64,19.0,No,3,20348,0.22,No
Serenity Decorators,Decorators,Colombo,Mid-Range,141500,3.4,4,51,8.3,No,2,14109,0.24,No
Dimuth Photography,Photographers,Colombo,Budget,24200,3.3,6,99,10.3,No,1,11234,0.19,No
Sapphire Decor Lanka,Decorators,Mannar,Mid-Range,412700,3.2,2,28,9.3,Yes,3,22263,0.19,No
Royal Icing Lanka,Wedding Cakes,Kandy,Mid-Range,67300,3.7,6,153,17.9,No,3,21901,0.3,No
Candid Moments Lanka,Photographers,Kurunegala,Mid-Range,50400,3.5,10,84,5.8,No,5,17583,0.3,No
Royal Melodies Lanka,Entertainment,Hambantota,Budget,106600,3.4,8,161,21.6,No,1,9462,0.28,No
Alegria Entertainment,Entertainment,Kalutara,Mid-Range,145500,3.1,5,71,17.2,No,2,22408,0.21,No
Infinite Lens Studio,Photographers,Hambantota,Budget,54900,2.9,5,70,11.6,No,1,3712,0.19,No
Sweet Creations Lanka,Wedding Cakes,Kalutara,Mid-Range,57900,2.9,2,17,8.7,No,2,15077,0.13,No
Nishantha Catering House,Catering,Batticaloa,Budget,35600,3.3,6,117,19.2,No,1,5977,0.3,Yes
Sandagiri Venue Lanka,Venues,Ratnapura,Budget,68100,3.5,7,179,14.4,No,1,4603,0.26,No
Ravindu Photography,Photographers,Colombo,Budget,21700,4.0,8,90,10.7,No,3,3036,0.28,No
Sanda Catering Lanka,Catering,Hambantota,Budget,111600,3.0,9,124,30.8,No,3,5838,0.18,No
Elegance Auto Lanka,Wedding Cars,Negombo,Budget,10800,3.9,3,36,20.8,No,2,4908,0.31,No
Golden Palm Venue,Venues,Matale,Mid-Range,449300,3.7,5,106,8.5,No,3,14482,0.25,No
Royal Feast Catering,Catering,Galle,Budget,34300,3.4,9,121,20.9,No,3,4616,0.3,No
DJ Kasun Events,Entertainment,Mullaitivu,Mid-Range,171700,3.5,3,64,16.5,No,3,6949,0.28,No
Island Beats Lanka,Entertainment,Hambantota,Budget,108800,3.4,2,55,13.2,No,3,9821,0.32,No
Pearls & Lace Boutique,Attire & Beauty,Badulla,Budget,32600,3.1,9,122,25.4,No,1,801,0.23,No
Ama Bridal Studio,Attire & Beauty,Kandy,Budget,38700,3.6,11,226,17.4,No,2,3107,0.28,No
Bake House Colombo,Wedding Cakes,Jaffna,Budget,16700,3.9,5,107,14.0,No,1,7470,0.38,No
Nisha Bridal Collections,Attire & Beauty,Galle,Mid-Range,94700,3.6,9,137,10.4,No,4,17728,0.26,No
Soundwave Entertainment,Entertainment,Gampaha,Mid-Range,69400,3.6,2,27,9.9,Yes,2,31669,0.22,No
